content,sentiment
Ok,Positif
Ok,Positif
Mantap 👍👍,Positif
Make,Negatif
"Kurang sesuai untuk orang"" Yang udah lanjut usia yang gak semua bisa pakai handphone atau aplikasi sperti jkn. Menurut ku ini bukan mempermudah tapi malah mempersulit",Negatif
"Tolong lebih Diperbaiki Lagi untuk Aplikasi nya , terkadang Error , Lemot ,Loading nya terlalu Lama 😡",Negatif
Sangat membantu,Positif
"Bagus sih cuma LEMOT BANGETTT PLISSS?! MANA NOMOR HANDPHONE KU GA PERNAH DIPAKE TIBA TIBA KEPAKE?! NI JKN KENAPA? GA BISA LOG-IN, SALAH E CAPTA TRUS, GA BISA MASUK SAMPAI STRES SENDIRI PLISSS! DIPERBAHARUI DONG FITURNYA🥹🙏🏻 MANA WAKTU VERIFIKASI LAMA BANGETTT 😓WAKTU KONTROL JADI LAMA JUGA KARNA HARUS ANTRI LOKET😓 tapi yang lain bagus sih🙏🏻",Negatif
Mantulllllllll,Positif
"Otp otp mana, njir kocak aplikasi",Negatif
apk rusak nomor telepon udah bener dicoba berkali2 selalu gagal busuk,Negatif
Cukup baik,Positif
"Kenapa susah verifikasi wajah,padahal Sdh pas,eror mungkin, menurut saya mobile JKN ni, tidak efektif, ok memang efektif bagi orang yg punya hp daftar Tampa menggu lagi, dan tidak efektif bagi dia yg tidak punya hp, dan dalam keadaan darurat",Negatif
Mantap,Positif
Bantu aktifkan BPJS kesehatan,Netral
"ribet, no hp udah didaftarin. mau login gag bisa, katanya surih lupa password, udah klik lupa password katanya akun belum terdaftar. aplikasi gilak",Negatif
Aplikasi sampah! Verifikasi wajah gagal trus!,Negatif
Aplikasi mantap,Positif
Masyaallah sangat membantu dan memudahkan dalam pemeriksaan kesehatan,Positif
"Aplikasi nya sangat membantu, mantap",Positif
"KEBANYAKAN VERIFIKASI, RIBET NGELEBIHIN MOBILE BANKING AJA.. MAKANYA BANYAK ORANG GAK PAKAI KARNA MEMANG SERIBET ITU.... APALAGI MASYARAKAT AWAM",Negatif
Overall good,Positif
Semoga bisa membantu,Positif
Abis di update malah susah login hadehhh ..,Negatif
Mobil jkn sangat mempermudah urusan kesehatan,Positif
Pelayanan yang bagus,Positif
"Sudah bagus dan sangat membantu,tingkatkan",Positif
Apk sangat buruk,Negatif
"dengan aplikasi mobile JKN ini sangat membantu bagi peserta BPJS kesehatan,",Positif
Jkn mobile dan pandawa emang oke,Positif
Sippp,Positif
bagus,Positif
Enak banget poll,Positif
"Caranya cetak kartu bpjs kesehatan dri pabrik yg ga aktif katanya suruh ubah ke mandiri lgi udh kuubah mlah byarnya mulai tggl 27 butuhnya buat besok,,butuh bget fc bpjs kesehatan buat berkas kerja gimana cara dpet nya ? Hrus ngeaktifin kemana yg cepat",Negatif
Sangat mudah dan membantu,Positif
Sangat membantu sekali,Positif
Pendaftaran agak lama,Negatif
Pelayanan bagus dan langsung respon,Positif
"Sudah daftar online,tiba2 nomor antrian ilang",Negatif
Kren dan bahagia,Positif
"Kenapa sihh aplikasinya selalu aja hilang nomor rujukannya? Baru aja ke rs buat dibikinin lagi rujukan, eh sampai rumah hilang lagi. 😭",Negatif
Lha keren,Positif
Lebih mudah,Positif
"Aplikasi apa sih ini??? Ktanya membantu rakyat kecil, tpi masuknya aja ribetnya minta ampuuuunnnn... Kode OTP dikirim lewat email aja udah jdi, tpi ini pake nmor tlp segala trus gk dkrim krim kode OTP nya.... Ruweeeeetttt",Negatif
Ga bisa di download mesti pakai hp versi terbaru,Negatif
"Mantap, sangat memudahkan",Positif
PERATURAN BERUBAH-UBAH DAN TIDAK BERPIHAK KEPADA PASIEN BPJS,Netral
simple,Positif
Aplikasi butut. Upload swap foto susah.,Negatif
Ok,Positif
Mohon kepada pihak pengembang untuk menghilangkan menu verifikasi wajah karena sangat menyulitkan peserta BPJS Kesehatan. Terutama bagi yg masih gaptek. Tampilan aplikasi seperti biasa saja masih banyak yg tidak bisa menggunakan apalagi dengan tampilan seperti ini makin menyulitkan masyarakat peserta BPJS kesehatan. Tolong dikembalikan lagi seperti awal aplikasi nya untuk kemudahan peserta.,Negatif
Bagus,Positif
Alhamdulillah sejauh ini cukup bermanfaat,Positif
Bagus.. cepat prosesnya,Positif
Tinggal nunggu kode lwt SMS aja sdh diulang sampe 3x gak ada SMS masuk .. kalau mau lahiran mah sampe lahiran nunggunya kali,Negatif
👍,Positif
Sangat mudah,Positif
Keren,Positif
Good pokoknya 👌👍😘,Positif
Sms code not sent,Negatif
"Secara apk nya mudah digunakan. tampilan iu interface jg mudah dipahami.. Tapi, yg paling merepotkan dan bikin ribet itu, di pendaftaran pelayanan (antrean). Seringkali ambil antrean untuk ke faskes lanjutannya surat rujukannya malah tdk ada ! Padahal kan sy baru dari puskesmas.. !! Tolong diperbaiki.. krn skrng kalo mau ke RSUD harus dftr kewat JKN_Mobile",Negatif
Good,Positif
Apa sih mau daftar malah kode verifikasinya ngga dikirim kirim,Negatif
"apk apaan nih, masa data di apk sama di kk beda, mohon lah kejelasan nya yang buat apk, kita gatau bakal gimana², apk ngen.",Negatif
Bagus cuma tidak bisa digunakan untuk dua hp. Contoh nya di hp suami dan istri,Negatif
Ok tes dahulu,Netral
"Bagus jadi tidak susah antri, lebih simple",Positif
Aplikasi koplak mau daftar nungguin OTP aja lama banget buang buang waktu,Negatif
Selama ini sangat membantu,Positif
Aplikasi ini sangat bagus,Positif
Mantap,Positif
Mantap,Positif
Saya tidak bisa ambil antrian untuk rujukan di faskes tingkat lanjut padahal sudah terdata,Netral
"Alhamdulillah... Bisa berlanjut terus ikut BPJS dari tahun 2014 sampai saat ini Desember 2024 - sempat ""macet"" sekarang lancar 👍, Sangat bermanfaat ... Terimakasih",Positif
"Gimana si aplikasinya ini, kode OTP Gak masuk-masuk padahal pulsa saya lebih dari 20.000 dan jaringan saya bagus. Perbaiki lg ini aplikasinya... Mau berobat masa harus nunggu verifikasi OTP dulu. Pusing",Negatif
Tolong ya diperbaiki bug no handponenya waktu mau diverifikasi tidak muncul smsnya gimana sih bikin aplikasi tuh niat dikit kenapa jangan hanya makan gaji buta diperbaiki lagi lah,Negatif
Good,Positif
Aplikasi ini sangat membantu sekali,Positif
Tingkatkan terus pelayanan kepada masyarakat,Netral
"No TLP udh bener, minta verifikasi aja g dikirim"". Pulsa mencukupi. Parah",Negatif
Mohon lebih baik lagi,Positif
Fungsinya aplikasi ini apa ya ...kirain mempermudah ...kerja 2 kali iya ...tetap jg ke RS utk mendaftar dulu nanti balik LG menyesuaikan dokter ...kirain dari aplikasi SDH bisa klik daftar ....hadewwe manfaatnya di mn LG aplikasi ini sih,Negatif
kode verifikasi tidak di kirim²,Netral
Good wajib download,Positif
"Gak bisa daftar, nungguin kode otp gak dikirim - kirim. Gimana mau daftar ini!!!",Negatif
Is Fery good,Positif
Tampilan keren,Positif
BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT KOCAKKK .UDAH DAFTAR MAU VERIFIKASI NOMERNYA BEDAAA LAWAKKKK,Negatif
Bagus,Positif
"Aplikasi pemerintah nggak ada yang bener, error mulu",Negatif
"Verifikasi wajah gagal terus, jelek bngtt klo belum mumpuni gaush sok ngide pke kyk gtu",Negatif
apk tidak layak rilis! ngirim kode otp susahnya minta ampun! banyak bug! pihak rumah sakit meminta lewat mobile jkn tapi apknya malah kek gini!!! sangat tidak layak!,Negatif
Bermanfaat sekali,Positif
"Ga bisa login. Kode verifikasinya ga masuk² uda berkali kali di tunggu² ga ada kode. 5 menit berkali kali aja dah kaya ngantri di lokasinya Hadehh,masuk apk nya aja susah gmana yg lainya.",Negatif
Minta kode otp gak dikirim kirim aplikasi aneh!,Negatif
Keren,Positif
lancar,Positif
Sangat membantu,Positif
sangat membantu menjadi lebih mudah,Positif
Semoga Allah memberi perlindungan utk kita semua... Aamiin YRA,Positif
Sangat membantu,Positif
"untuk fitur antrian menyusahkan, rasanya seperti flash sale aja *khususnya poli gigi",Negatif
Terbaik,Positif
Cepat hebat,Positif
Terimakasih,Positif
MANGPRANG,Negatif
Bagus,Positif
setiap log in selalu bermasalah. baru kemarin ke kantor bpjs buat perbaruan data. udah bisa di pake. skrg error lagi. hubungi Pandawa tetep ga ngaruh apapun. harus di tingkatin lagi sih . jujur cape banget sama aplikasi ini,Negatif
"Aplikasi nya gak bisa membantu, kirim kode confirm nya lama bangt",Negatif
Knp SHI aplikasi in tiap d buka ko sl GK bs aneh bikin pusing bgtt pdhl sgt d butuhkan ..pdhl jaringan bgs Knp sl bgto..tolong di bantu masyarakat sprti kita...SDH sabar tp bikin stres,Negatif
Percuma ada apk tetep aja pakai cara manual Dari pihak RSUD suruh lewat apk giliran sampe di RSUD tetep ajaa pakai cara manual Kecewaa berat ini mah,Negatif
"Tidak bisa di pakai lagi kocak, masa iya harus bayar tiap tahun tapi ga dapet surat rujukan sama sekali, lha ini kelinik lebih kocak lagi 🤣 klinik tiga mandiri dokternya berangkat pulang dapet gaji nah kita Ampe ambil cuti berhari hari demi kesehatan tapi ga di kasih surat rujukan kan kocak",Positif
Aplikasi ini memudahkan peserta BPJS. Matur nuwun.,Positif
coba aja bisa di pake di setiap hp mungkin apk ini bisa lebih kompeten ...seperti di hp saya gx bisa instal apk ini ...masa harus beli hp lg,Negatif
Good,Positif
mantap,Positif
"Tidak bisa log in, padahal sudah pake email yang i terdaftar, ditulisan katanya belum terdaftar email.",Negatif
Sampah,Negatif
Bagus.cuma saat daftar biometri suka keluar aplikasinya,Positif
Sangat bagus,Positif
Good aplikasinya,Positif
cakep,Positif
Mantap cepat proses nya,Positif
Sangat membantu. Terima kasih,Positif
"Bpjs makin ga jelas. Di keluarga ku ada 2 pasien pskiatri. Setiap ganti akun harus memverifikasi akun dan selalu gagal,atau di suruh pakai metode yg lain. Tolong di buat lebih mudah min",Negatif
Membantu sekali,Positif
Susah banget verifikasi,Negatif
Siip,Negatif
Semoga Terus berkembang dan bermanfaat untuk semua kalangan,Positif
Apk sampah,Negatif
"Setelah di update gagal terus emulator begituh Salam interaksi mind ,tolong di bantu",Negatif
Keren,Positif
verifikasi wajah gagal terus mohon di perbaiki,Negatif
Gimana ini udah bayar denda kemaren tapi sampai sekarang masih belum aktif aja di sistem nya. Emg apk nya sampah atau orang nya malas kerja !,Negatif
"Melakukan penggantian nomer tidak bisa, nomer yang dihubungi tidak membantu.",Negatif
"Cara mengubah data kok susah sekali ya, udah 2x merubah rt rw kokndak bisa? Apa harus ke kantor bpjs",Negatif
Ok,Positif
Sangat membantu sekali jadi gak perlu repot bawa kartu BPJS/rujukan dan mempermudah daftar antrian serta mengubah faskes,Positif
Sangat membantu,Positif
baik sekali,Positif
Ok,Positif
"Sampai sy uninstall lalu download lg TDK jelas sama sekali mau mendaftar aja susah bener dimasukkan no telepon ttp notif nya tdk masuk sudah berulang"" sampai sy tunggu aja semalaman ttp juga tolong diperbaiki jaringan sy juga lancar kalau begini mempersulit masyarakat aja.",Negatif
"Saya pengguna aplikasi JKN mobile,,,,tapi kenapa akhir-akhir ini agak sedikit kesulitan. Apakah dari apk nya atau emang pelayanan faskesnya? Tolong dimutakhirkan lagi 🙏🏻",Netral
Bagus Respon cepat,Positif
lama banget kg pernah ngirim otp,Negatif
Mempermudah segalanya dengan aplikasi mobile jkn mksih bnyak,Positif
Mudah dan cepet gak ribet,Positif
Bagus,Positif
banyak yg eror min tolong diperbaiki masa pas mau ambil daptar antrean malah ilang padahal surat rujukan masih lama 3bulan tolong diperbaiki lagi yh minn🙏🤦,Negatif
terima kasih JKN Mobile Indonesia 🇮🇩🇮🇩🇮🇩,Positif
"Aplikasi rusak, verifikasi nomor hp kode otp gak pernah masuk",Negatif
"Kenapa tidak bisa verifikasi nomer padahal ingin daftar akun tapi gak bisa di verifikasi nomernya,",Negatif
Memudahkan kita dalam mencari informasi,Positif
Ok,Positif
kenapa Mobile JKN tidak bisa di buka,Netral
Good job,Positif
"saya login mobile jnk menggunakan no saya dan muncul kode untuk loginnya,tp ketika saya ingin memverifikasi data,yg muncul malah no 0858*****907,alhasil saya tidak bisa memverifikasi data saya karna kodenya tidak muncul(karna bukan no saya) Saya sudah wa juga tp jawabnnya gak jelas Semoga ini dibalas ya",Negatif
Aplikasi g beres. Sering keluar dari sistem. Susah log in,Negatif
"Minta Verifikasi OTP tapi kode gapernah dikirim, aplikasi paling lucu yang pernah saya pakai Kalo ga niat bikin aplikasi gausah bikin la, yang ada buat ribet semuanya",Positif
"Face recognition gagal terus, udah puluhan kali di coba. Kalo aplikasinya belum sempurna, lebih baik jgn dipaksakan....bikin repot pengguna aja nih...",Negatif
Bisa gak pihak jkn menghapus ketentuan login bpjs cuman 3 akun meresahkan,Negatif
Bagus,Positif
"Gabisa daftar, SMS verifikasi gada masuk udah coba beberapa hari tetep gada masuk smsnya",Negatif
Dengan Mobile JKN saya lebih mudah untuk daptar ke puskesmas dan meminta rujukan tindak lanjut ke rumasakit,Positif
Bug mulu maless bgt,Negatif
"Aplikasi gak jelas, mau login lupa kata sandi harus verifikasi lewat sms tapi gak masuk2 smsnya!!",Negatif
Baik,Positif
"Login ribetz lama, sistem rusak",Negatif
Kalo niat bantu cobalah apk nya perbaiki jangan bikin pusing banyak bgt kendala,Negatif
Say Mo update tpi tdkbisa knpa y,Negatif
"aplikasinya ga jelasss sampe beli no baru,tetap aja g bisa nge registrasi apanya makin mudah makin sulit iyaa",Negatif
Mantap,Positif
Sangat bermanfaat dan mudah,Positif
Oke,Positif
Sangat mudah,Positif
Masa mau masukin nomer heaphone gak bisa aneh,Negatif
Bagus,Positif
Verifikasi no handphone kenapa GK bisa terus pulsa ada jaringan lancar,Netral
"tolong ya saya mau daftar bpjs tp verifikasi no. hp masih aja ga dikirim kode otp nya, padahal sinyal lancar, dan nomor saya AKTIF. kirim verif by email aja bisa giliran kode otp buat no. hp aja ga muncul, mohon developer diperbaiki",Negatif
Sangat cepat terlayani.,Positif
mudah dan sangat membantu,Positif
Mantaf Pelayanan mantaf,Positif
"aplikasi pemerintah ko gni si, saya udh daftar pake nik saya tpi pas login mlh ada tulisan nik/pasword salah pdhl udh bner, trs saya nyoba daftarin pake nik ibu saya juga sma aja pas mau login nik/pasword salah, mau lupa pasword gabisa lgi ada gangguan, mau daftar ulang pake nik tadi mlh ada tulisan nik anda telah terdaftar tp login pake nik itu gbisa ktanya nik/pasword salah, pdhl nik sma pasword udh bndr soalnya paswod tgl lahir sndri jdi g mngkin lupa/typo soalnya sandi nya pilih yg keliatan.",Negatif
Ganti sandi lupa disuruh verifikasi.pas tunggu kode verifikasi nya ga masuk2 🗿,Negatif
"kenapa Punya Saya aplikasi tidak bisa Di buka Karna telah di lakukan root , maksud nya apa ya itu .?",Negatif
"Tolong dong jkn kode otp verifikasi akun kok gak muncul padahal nomor hp saya aktif ,pulsa ada tapi kenapa gak muncul",Negatif
Pelayanan memuaskan,Positif
"Aplikasinya sering keluar terus, susah jika mau cek kartu BPJS",Negatif
Mantap sangat membantu,Positif
Verifikasi di perulit Ga niat buat aplikasi gausah buat sekalian Nyusahin org-org aja👎👎👎👎👎👎,Negatif
Memudahkan masyarakat,Positif
"Gak bisa verifikasi nomer udah coba berulang-ulang Mempersulit orang"" Ga praktis.!!!!!",Negatif
"Apk cacat, Masa nomor hp Sudah digunakan pengguna lain sedangkan daftar mobil jkn aja belum pernah BINTANG⭐",Negatif
Kren,Positif
Alhamdulillah,Positif
"susah bner daftar nya, minta kode dari sms, tapi gak kunjung ada pesan yg masuk, entah gimana lahh",Negatif
Mantap,Positif
"Verifikasi wajah selalu gagal terlalu banyak perintah (kedip,senyum, liat kanan kiri) yg ujung ujungnya gagal terus sangat tidak rekomen buat pasien yg umur 78tahun yg perlu dibantu mana gak bisa pake kamera belakang, aplikasi itu dibuat buat mempermudah bukan mempersulit pasien yg mau berobat, tidak semua pasien kondisinya normal yg bisa melakukan sendiri.",Negatif
Udah jelas2 yg alamat yg dimasukan sesuai KTP masih salah katanya apa gak naik angin,Negatif
"(DESEMBER 2024) MOHON DIPERBAIKI APLIKASI JKN INI! SERING TIDAK BISA DIGUNAKAN DENGAN ALASAN TIDAK BISA BERJALAN PADA EMULATOR ATAU PERANGKAT YANG TELAH DILAKUKAN ROOT, PADAHAL SISTEM DI PERANGKAT SAYA TIDAK PERNAH SAYA LAKUKAN HAL TERSEBUT!",Negatif
Disuruh masukin nomer hp malah kode otp nya gak keluar,Negatif
"Saya tidak bisa mengunduh, karena hp android 7. Harusnya pemerintah membikin sistem dan aplikasi yang solutip, kasihan bagi masyarakat yang jauh2 datang dan harus terhalang, sudah bayar BPJS tapi terkendala juga. Dan sistem pembatasan harusnya dipertimbangkan, kan masyarakat ingin sehat kenapa kok berobat harus di batasi? Logika yang aneh, ingin meningkatkan kesehatan masyarakat tapi ribet aturan dan mekanismenya? Terlebih aturan 1 akun jkn untuk 1 kk, kalau keluarga yang memecah kk dri ortu,???",Negatif
Bagus sekali cepat sekali,Positif
"mau verifikasi akun pakai nomor kode otp nya ga muncul padahal pulsa udah 50.000 ttp aja ga muncul, tolong di perbaiki",Negatif
Ok,Positif
Respon lelet untuk pengiriman no verifikasi,Negatif
Terimakasih,Positif
Sangat di permudah,Positif
cukup baik,Positif
Bagus,Positif
Sedang,Netral
"Yang hanya punya Android lama tidak bisa menggunakan aplikasi ini, sungguh disayangkan. Padahal pengguna BPJS mayoritas menengah kebawah, masak dipaksa beli HP baru untuk install aplikasi ini.",Negatif
Ok,Positif
Mantap,Positif
Lebih gampang cara mendaftar nya,Positif
sangat membantu,Positif
Membantu,Positif
Kenapa akun sayaTidak terverivikasi,Negatif
Verifikasi tidak muncul,Negatif
Terbaik,Positif
"pojok MJKN RS.UI tolong donk ditingkatkan layanannya, baru jam 11 siang antrian udh smp no 180 an, tp yg baru dilayani no 30 an... banyak waktu terbuang cuma bwt nunggu! Kalo udh tau tiap hari antrian membludak gt bukankan harusnya kalian menambah petugas bwt layanan MJKN? Kalo udh ada layanan Mobile JKN bwt apa ada pojok MJKN yg antriannya ruwet dan lemot di RS.UI kaya skrg? Layanan RS.UI lbh bagus yg dulu sblm ada pojok MJKN !!!!",Negatif
Aplikasi tidak bisa di download,Negatif
Sangat puas,Positif
Sangat mudah digunakan,Positif
Cara sangat mudah dan cepat,Positif
"Gk bisa ambil antrian berobat mind, ada notif "" Cannot reads property of null "" -f1",Netral
this app is suck..... otp ga kekirim2,Netral
Alhamdulillah sangat membantu,Positif
Mantap gan sesuai kebutuhan,Positif
Mantap,Positif
"Ngasih OTP JANGAN LAMA LAH . NGULANG NGULANG MULU NUNGGU OTP DOANG , GILIRAN DIKELUARIN NUNGGU DI MSUK LGI MALAH NGULANG , KOCAK BET",Positif
"saya nur aminah,saya di diagnosa sakit tumor jinak disyaraf mata saya.karena sudah lumayan lama penyakit saya tersebut,pihak Bpjs menganjurkan saya operasi/ diambil tindakan.",Negatif
Oke,Positif
Tolong agar nomor hp pas mau daftar agar tidak hanya sekali pakai tapi bisa untuk beberapa akun,Netral
"Kenapa hari ini mobile jkn, setiap dibuka selalu keluar tulisan"" demi keamanan, jkn mobile tidak dapat dibuka pada perangkat yang ada emulator atau perangkat yang telah dilakukan root Setiap dibuka ada2 aja infonya Tolong admin agar diperhatikan kendala2 spt ini..",Negatif
Sangat membantu,Positif
Daftar pake nomer yang mana terdaftar yang mana bikin ribet verifikasi aja,Negatif
Tolol banget otp gak muncul kesel,Negatif
"Aplikasi jkn bagus cepat dan melayani semua kebutuhan, mempercepat layanan, tidak harus ke kantor,,keren,,",Positif
Susah sekali verifikasi smsnya. Apa memang dipersulit kalau pake nomer telkomsel,Negatif
"Daftar program rehab mudah dan cepat Pegawai nya ramah"" dan murah senyum🙂🙂",Positif
Membantu,Positif
Pelayanan terlengkap,Positif
Bagus,Positif
Pelayanan aplikasi cepat dan memuaskan,Positif
Sangat membantu,Positif
Tidak dapat digunakan,Negatif
"mau verifikasi wajah gagal terus, aplikasi tiba-tiba keluar sendiri",Negatif
Cukup mudah dan sangat membantu.. Tingkatkan Terus kualitas layanan publik nya ya..,Positif
Server bapuk kode verifikasi lama muncul penyakit aplikasi untuk rakyat padahal rata2 yg mengunduh emang ada keperluan mendesak,Negatif
"Aplikasi sering error , tidak makin mudah lebih ke ribet , sangat tidak membantu",Negatif
"Sangat membantu,",Positif
"Ga rekomend bgt buat kalian yg kesabarannya setipis tisu, tdnya mau login, ga bisa trs. Karna ga dikirim"" kode verifikasi. Sampe seharian full. Kondisi masih sakit disuruh ngaktifin BPJS buat bisa ngerujuk di RS. Pliss byk bug nya jg",Negatif
"Awal"" pake apk ini sangat membantu bgt sih,tapi semenjak update pakek verifikasi wajah malah jadi ribet karna gagal terus,alhasil pas waktu control jadi daftar manual.",Negatif
Josht,Negatif
baik,Positif
"Kode verifikasi nomor Hp,nggak dateng2🥴",Netral
Mantap,Positif
eror terus bos bos,Negatif
Aplikasi tolol sudah mendaftar dll di konfirmasi giliran mau masuk ga bisa terlalu ribet ini aplikasi,Negatif
Kenapa setiap dibuka aplikasi mobile jkn muncul aplikasi sudah Root,Netral
Tidak bisa masuk di pendaftaran,Netral
"Daftar Online Ringkas dan Berhasil, Good Job 👍👍👍",Positif
"Tolong di perbarui proses verifikasi Nomor hp udah benar Tapi no verifikasi nya tidak masuk SMS Saya udah nunggu detikan itu udah 2 hari tidak masuk""",Negatif
terbaik termudah,Positif
Lebih mudah dan nyaman,Positif
like banget,Positif
Susah mendapatkan otp,Negatif
kesulitan selama dua hari ini ketika mi tak tayangkan aplikasi tidak kelihatan Dan setelah berpuluh kali utk veripikasi wajah selalu gagal apakah tidak bisa guna internetan harus no hp,Negatif
Dua jempol.,Positif
Mantap,Positif
Aplikasi yg sangat bagus 👍👍👍👍👍,Positif
Sangat ramah,Positif
Cepat dan membantu,Positif
"Dengan adanya aplikasi JKN ini memudahkan pelanggan untuk merubah data, pindah faskes dan semua nya bisa dilakukan dalam satu aplikasi",Netral
"kode na nt muncul""",Negatif
Puas,Positif
pelayanan sdh cukup baik,Positif
Sangat memudahkan,Positif
"Maaf lalu bisa pake mobile jkn, kenapa sekarang tidak bisa",Netral
Aplikasi ga berguna lemot..mendingan daftar manual di RS yg dituju...cuma dlm hitungan menit..sdh selesai..,Negatif
Cukup membantu,Positif
"Kenapa tiap tekan fitur, selalu belum terverifikasi, mksdnya gmn si",Negatif
"aplikasi sampah ini, kenapa harus daftar pakai nomor handphone, dan ketika sudah di daftarkan harus menggunakan pulsa untuk mendapatkan kode otp,nya. aplikasi pemerintah hanya bikin susah. sampah",Negatif
Keren,Positif
Sangat membantu,Positif
Layan bagus,Positif
"Aplikasi sering error, masalah pendaftaran ke faskes pertama dan ke rujukan sering gagal, masalah pengaduan lewat web & wa ribet juga prosesnya, alhasil di suruh ke kantor terdekat, RIBET BANGET",Negatif
Baik,Positif
Bagus,Positif
Sangat membantu sekali,Positif
Semoga berguna,Positif
Ok,Positif
"Biar di baca 1=otp nomor telepon tidak dateng, culdowm 300detik, 900detik gua tunggu tetep tidak ada 2=otp email emang cepet 3=otp sms tidak dateng, info pekerjanya kemana nih? 4=otp sms tidak dateng, mungkin ilang di ambil mantan 5=nomor telepon gua udh bener, otp tidak dateng, oi pekerjanya mana nih nunggu 900detik gk sebentar itu",Negatif
Gaduh dana 1000 melar sakedik manawi tiasa janteun motor anu sehat sareng rapi matic bebek masuk Subtong jalancagak,Negatif
Moga lancar terus,Positif
"Good simple, praktis, semoga tidak ada kendala saat penanganan di lapangan.",Positif
Ini kenapa ya sudah dibayar pakai i saku dan sudah terbayar dan sudah punya bukti sudah dibayar tapi kenapa kok punya istri saya masih penangguhan pembayaran ini gimana??? Tolong bantuannya,Negatif
Oke,Positif
terbantu,Positif
Oke,Positif
"Rencana mau kontrol eh malah disuruh daftar lagi, kan aneh Padahal udh daftar 2 bulan sebelum nya. Ini mau kontrol malah disuruh login ulang, setelah di login ulang pake no kartu keluarga malah ga bisa. ANEH",Negatif
Sangat bagus dan membantu. Dan juga sangat update.,Positif
Gak bisa login dan gak bisa verivikasi.,Negatif
Lebih mudah,Positif
Informatif mudah di operasikan aplikasinya,Positif
"Saya kira hp saya atau jaringan internet saya yg eror,,,ternyata,setelah membaca ulasan2 di play store untuk mobile JKN ternyata semua orang mengalami hal yg sama,,,Tdk bisa verifikasi wajah,apk nge bug,keluar sendiri,dll,,,,ini mengapa jadi nyusahin para peserta ya? apakah ini disengaja????tlg jgn nyusahin masyarakat yg sedang sakit dan mau berobat!!! Ayo para peserta rame2 lapor ke @prabowo @ali_ghufron_mukti ,,,",Negatif
susah ngirim kode otp sms juga,Negatif
Maaf tidak bsa login,Netral
"kenapa aplikasi ini tidak kompatibel dengan perangkat hp saya, mohon di beri tahu apa sebabnya.",Negatif
Informasi lengkap dan mudah,Positif
Ok,Positif
Trimakasih,Positif
Sampai sekarang masih belum ada kendala,Negatif
Ok,Positif
Lama di bagian verifikasi nomer handphone nya padahal data sudah sesuai semua,Negatif
Sangat memudahkan,Positif
Yah tambah sipel cara daftar engga perlu antri,Negatif
"Aplikasi ngawurrrr, saya daftar pake nomor saya sendiri ehhh pas verifikasi yang tercantum malah nomor orang lain",Negatif
Ini mau gimana daftar mobile jkn tapi setiap minta kode sms verifikasi aja ditungguin kagak muncul - muncul!!!,Negatif
"Aplikasi tolol bukanya mempermudah malah mempersulit mulai dari verifikasi nomer HP dan masih bnyak lagi, bisa kerja nggak tim yg megang aplikasi nya perbaiki lah udah beberapa kali pembaruan tetep aja bobrok",Negatif
Sangat Membantu,Positif
tolong diperbaiki untuk verifikasi OTP kok susah banget connect nya :(,Negatif
Gimna sih ini aplikasi.. verifikasi nomor gk masuk2 sms nya. Gimna caranya mau daftar,Netral
pernah punya aplikasi JKN trus hilang krn hp error. Down load ulang tdk pernah berhasil lg krn ktnya hp tdk kompatibel. Aneh pdhl sebelumnya bisa. Perbaiki lg dong aplikasinya.,Negatif
Mantul,Positif
respon cepat sangat membantu,Positif
Terlalu bertele2 tiap mau ganti apa harus verifikasi ulang. Bukanya memudahkan malah menyusahkan masyarakat,Negatif
susah bner mau masuk mobile jkn aja juga padahal mah urgent pisan,Negatif
Sangat puas,Positif
sering gangguan,Negatif
👍,Positif
Tdk bisa verifikasi otp. Apk tolol gak guna,Negatif
"Aplikasi ampas. Pas daftar pke nomer telpon Ama email harus masukin kode konfirmasi, berarti tiap masukin data pribadi harus nunggu kode konfirmasi. Apk sosmed,apk olshop, Ama apk hallo dokter aja GK seribet ini. Belum lagi pas udah login di minta kode konfirmasi lagi, malah muncul nomer lain yg tidak di kenal/nomer nya beda dr awal daftar. Ngebug/error ?? Apk ampas",Negatif
Mantap.....,Positif
Bagus,Positif
Sangat work,Positif
"verifikasi berkali kali bo dohkali yang buat programnya orang gaptek bakal kesusahan buat verifikasi!!!!!, percuma verifikasi lapis2 tapi data pribadi selalu bocorrrt",Negatif
Pelayanan dokter dan admin sudah bagus harus di jaga dan dipertahankan,Positif
"Kenapa hanya dibatasi 3 akun, dan sudah di hapus data tetep jadi tidak bisa masuk. Padahal kan orangtua tidak bisa menggunakan. Mudah mudahan aplikasinya bisa tambah baik",Positif
"Knp no otp y tidak bisa muncul padahal pulsa memadai,ini menyulitkan sekali saat keadaan darurat,mohon dipermudah agar bisa akses dengan mudah.",Negatif
"Saat registrasi, waktu yang diperlukan untuk dapat OTP sampai dengan 300 detik (5 menit). Itu pun ga sampai-sampai kode OTPnya. Niat ga sih bikin aplikasinya?",Negatif
gak bisa di buka pada emulator,Negatif
Vertifikasi wajah sampai mencret tetep gagal terus....,Negatif
Sangat sangat membantu dalam pelayanan kesehatan,Positif
Ok Bangat,Positif
Ok,Positif
"mau daftar akun, verifikasi nya gak muncul"" , aplikasi apa ini",Negatif
Baik,Positif
